course_code,course_title,department
KINESIOL 4W03,Exploring Movement and Posture,KINESIOL
KINESIOL 4XX3,Selected Topics in Kinesiology III,KINESIOL
KOREAN 1BL3,Beginner Korean Language I,KOREAN
LANGCUL 1X03,"Language, Communication, and Context",LANGCUL
LATAM 2A03,Introduction to Latin American and Latinx Studies,LATAM
LATIN 1Z03,Beginner's Intensive Latin I,LATIN
LATIN 2A03,Intermediate Latin I,LATIN
LATIN 3H03,Topics in Latin Poetry,LATIN
LATIN 4T03,Independent Study in Latin,LATIN
LIFESCI 2A03,Research Methods in Life Sciences,LIFESCI
LIFESCI 2BP3,Biophysics of the Cell and Living Organisms,LIFESCI
LIFESCI 2CC3,Fundamentals of Neuroscience,LIFESCI
LIFESCI 2D03,Behavioural Processes,LIFESCI
LIFESCI 2L03,Living Systems Laboratory,LIFESCI
LIFESCI 3BB3,Neurobiology of Disease,LIFESCI
LIFESCI 3EP3,Life Sciences Applied Placement,LIFESCI
LIFESCI 3G03,Introduction to Epidemiology,LIFESCI
LIFESCI 3L03,Laboratory Methods in Life Sciences,LIFESCI
LIFESCI 3LA3,Introduction to Data Literacy,LIFESCI
LIFESCI 3M03,Cellular Dynamics in Health and Disease,LIFESCI
LIFESCI 3N03,Human Nutritional Toxicology,LIFESCI
LIFESCI 3P03,Communicating Science for Public Audiences,LIFESCI
LIFESCI 3RP3,Life Sciences Research Practicum,LIFESCI
LIFESCI 3W03,Genetic and Epigenetic Determinants of Health: Role in Health Disparity,LIFESCI
LIFESCI 3XX3,Peer Mentoring,LIFESCI
LIFESCI 4A03,Life Sciences Advanced Research Practicum,LIFESCI
LIFESCI 4B09A,Independent Thesis,LIFESCI
LIFESCI 4C12A,Independent Thesis,LIFESCI
LIFESCI 4D15A,Independent Thesis,LIFESCI
LIFESCI 4EP6A,Life Sciences Advanced Placement,LIFESCI
LIFESCI 4J03,Science Communication in the Media,LIFESCI
LIFESCI 4L03,Our Invisible Body: Microbes and Human Health,LIFESCI
LIFESCI 4U03,Mechanisms of Disease,LIFESCI
LIFESCI 4X03,The Biopsychology of Sex,LIFESCI
LINGUIST 1A03,"Introduction to Linguistics: Speaking, Signing and Hearing",LINGUIST
LINGUIST 1E03,Introduction to English Linguistics I,LINGUIST
LINGUIST 2D03,Research Methods,LINGUIST
LINGUIST 2L03,Phonetics,LINGUIST
LINGUIST 2PS3,Psycholinguistics,LINGUIST
LINGUIST 2RP3A,Individual Practicum in Indigenous Language Revitalization,LINGUIST
LINGUIST 2RP3S,Individual Practicum in Indigenous Language Revitalization,LINGUIST
LINGUIST 2SL3,Introduction to American Sign Language,LINGUIST
LINGUIST 3AA3,Linguistics in the Real World,LINGUIST
LINGUIST 3C03,Child Language Acquisition,LINGUIST
LINGUIST 3II3,Semantics,LINGUIST
LINGUIST 3LA3,Introduction to Second Language Acquisition,LINGUIST
LINGUIST 3M03,Morphology,LINGUIST
LINGUIST 3RP3A,Individual Research Practicum,LINGUIST
LINGUIST 3RP3S,Individual Research Practicum,LINGUIST
LINGUIST 4D03,Computers and Linguistic Analysis,LINGUIST
LINGUIST 4EL3,Laboratory in Experimental Linguistics,LINGUIST
LINGUIST 4FM3,Field Methods,LINGUIST
LINGUIST 4II3A,Independent Study,LINGUIST
LINGUIST 4II3S,Independent Study,LINGUIST
LINGUIST 4LX3,The Structure of X,LINGUIST
LINGUIST 4SL3,SLP Practicum,LINGUIST
LINGUIST 4SS3,Seminar in Sociolinguistics,LINGUIST
LINGUIST 4Y06A,Honours Thesis,LINGUIST
MANTECH 3MF3,Micro Manufacturing and Fabrication,MANTECH
MANTECH 4MM3,Design and Manufacturing of Machine Elements,MANTECH
MANTECH 4PM3,Production Management,MANTECH
MATH 1A03,Calculus For Science I,MATH
MATH 1AA3,Calculus For Science II,MATH
MATH 1B03,Linear Algebra I,MATH
MATH 1C03,Introduction to Mathematical Reasoning,MATH
MATH 1F03,Introduction to Calculus and Analytic Geometry,MATH
MATH 1K03,Advanced Functions,MATH
MATH 1LS3,Calculus for the Life Sciences I,MATH
MATH 1MP3,Introduction to Mathematical Scientific Computation,MATH
MATH 1X03,Calculus for Math and Stats I,MATH
MATH 1ZA3,Engineering Mathematics I,MATH
MATH 1ZC3,Engineering Mathematics II-B,MATH
MATH 2C03,Introduction to Differential Equations,MATH
MATH 2FM3,Introduction To Mathematical Finance,MATH
MATH 2LA3,Applications of Linear Algebra,MATH
MATH 2MC3,Multivariable Calculus,MATH
MATH 2UU3,Numbers for Life,MATH
MATH 2XA3,Vector Calculus I,MATH
MATH 2Z03,Engineering Mathematics III,MATH
MATH 3B03,Geometry,MATH
MATH 3C03,Mathematical Physics I,MATH
MATH 3CV3,Basic Complex Variables,MATH
MATH 3ET3A,Mathematics Teaching Placement,MATH
MATH 3ET3S,Mathematics Teaching Placement,MATH
MATH 3F03,Ordinary Differential Equations,MATH
MATH 3FM3,Mathematics of Finance,MATH
MATH 3GR3,Abstract Algebra,MATH
MATH 3I03,Partial Differential Equations for Engineering,MATH
MATH 3IA3,Introduction to Analysis,MATH
MATH 3MB3,Introduction to Modelling,MATH
MATH 3NA3,Numerical Linear Algebra,MATH
MATH 3T03,Inquiry in Topology,MATH
MATH 3U03,Combinatorics,MATH
MATH 4A03,Real Analysis II,MATH
MATH 4AI3,Mathematical Foundations of Artificial Intelligence,MATH
MATH 4L03,Introduction to Mathematical Logic,MATH
MATH 4MB3,Mathematical Biology,MATH
MATH 4P06A,Senior Research Project,MATH
MATH 4TT3,Topics in Topology,MATH
MATH 4W03,Reading in Mathematics,MATH
MATH 4WW3,Reading in Mathematics II,MATH
MATH 4X03,Complex Analysis II,MATH
MATH 5GT3,Graduate Level Topics in Mathematics,MATH
MATLS 2A04,Introduction to Materials Engineering,MATLS
MATLS 2B03,Introduction to the Thermodynamics of Materials,MATLS
MATLS 3J03,Statistical Methods for Materials Engineers,MATLS
MATLS 3TP4,Fundamentals of Transport Phenomena in Materials Engineering,MATLS
MATLS 4B03,Biomaterials and Tissue Engineering,MATLS
MATLS 4C03,Modern Iron and Steelmaking,MATLS
MATLS 4FF3,"Synthesis, Applications and Environmental Impact of Nanomaterials",MATLS
MATLS 4I03,Sustainable Manufacturing Processes,MATLS
MATLS 4K06A,Senior Research Project,MATLS
MATLS 4LB3,Synthesis and Characterization of Biomedical Coatings,MATLS
MATLS 4LS2,Physical Metallurgy of Steels,MATLS
MATLS 4MS4,Materials Selection in Design,MATLS
MATLS 4Z06A,Materials Engineering Capstone,MATLS
MATLSBME 5P06A,Integrated Materials & Biomedical Engineering Capstone Design Project,MATLSBME
MECHBME 5P06A,Integrated Mechanical & Biomedical Engineering Capstone Design Project,MECHBME
MECHENG 2C04,Mechanical Engineering Design Project I,MECHENG
MECHENG 2D03,Mechanical Engineering Design Elements,MECHENG
MECHENG 2DA3,Mechanical Engineering Design Elements,MECHENG
MECHENG 2P04,Statics and Mechanics of Materials,MECHENG
MECHENG 2Q04,Engineering Mechanics: Kinetics and Dynamics,MECHENG
MECHENG 3C03,Manufacturing Engineering,MECHENG
MECHENG 3E03,Mechanical Engineering Design Theory,MECHENG
MECHENG 3M03A,Composite Laboratory I,MECHENG
MECHENG 3MA2,Composite Laboratory IA,MECHENG
MECHENG 3O04,Fluid Mechanics,MECHENG
MECHENG 4AI3,Applied Artificial Intelligence,MECHENG
MECHENG 4BB3,Biomechanics,MECHENG
MECHENG 4I03,Acoustics & Noise Control,MECHENG
MECHENG 4K03,Robotics,MECHENG
MECHENG 4M06A,Mechanical Engineering Capstone Design Project,MECHENG
MECHENG 4P03A,Composite Laboratory II,MECHENG
MECHENG 4Q03,Mechanical Vibrations,MECHENG
MECHENG 4S03,Incompressible Flow,MECHENG
MECHENG 4SS3,Smart Systems,MECHENG
MECHENG 4T03,Finite Element Applications,MECHENG
MECHENG 4U03,Compressible Flow and Turbomachinery,MECHENG
MECHENG 4V03,Thermo-Fluids Systems Design and Analysis,MECHENG
MECHENG 4X04A,Independent Research Project,MECHENG
MECHENG 4XA3,Independent Research Project,MECHENG
MECHENG 4Y03,Internal Combustion Engines,MECHENG
MECHTRON 2MP3,Programming for Mechatronics,MECHTRON
MECHTRON 3K04,Software Development,MECHTRON
MECHTRON 3MX3,Signals and Systems,MECHTRON
MECHTRON 3X03,Scientific Computation,MECHTRON
MECHTRON 4AA4,Real-Time Systems and Control Applications,MECHTRON
MECHTRON 4AX3,Predictive and Intelligent Control,MECHTRON
MECHTRON 4RP3,Research Project,MECHTRON
MECHTRON 4TB6A,Mechatronics Capstone Design Project,MECHTRON
MEDIAART 1A03,Media Arts,MEDIAART
MEDIAART 2DF3,Design Fundamentals,MEDIAART
MEDIAART 2G03,Digital Audio,MEDIAART
MEDIAART 3AN3,Animation,MEDIAART
MEDIAART 3B03,Digital Cultures,MEDIAART
MEDIAART 3D03,"Interface, Code, Data",MEDIAART
MEDIAART 3DS3,Documentary Strategies,MEDIAART
MEDIAART 3EW3,Environmental and Wildlife Photography,MEDIAART
MEDIAART 3VA3,Video Art and Digital Cinema,MEDIAART
MEDIAART 3Z03,Production and Critique,MEDIAART
MEDIAART 4ST6A,Senior Thesis Research and Production,MEDIAART
MEDPHYS 4B03,Radioactivity and Radiation in Medical Physics,MEDPHYS
MEDPHYS 4F03,Fundamentals of Health Physics,MEDPHYS
MEDPHYS 4RA3,Radiation and Radioisotope Methodology,MEDPHYS
MEDRADSC 1E03,Inquiry in Medical Radiation Sciences,MEDRADSC
MEDRADSC 1F03,Professions in Medical Radiation Sciences,MEDRADSC
MEDRADSC 2D03,Relational Anatomy I,MEDRADSC
MEDRADSC 2G03,Radiographic Skills I,MEDRADSC
MEDRADSC 2I03,Pathology and Procedures I,MEDRADSC
MEDRADSC 2K03,Applied Sonographic Physics and Instrumentation I,MEDRADSC
MEDRADSC 2L03,Abdominal Ultrasonography I,MEDRADSC
MEDRADSC 2M03,Obstetrical and Gynecologic Ultrasonography I,MEDRADSC
MEDRADSC 2N03,Sonographic Skills I,MEDRADSC
MEDRADSC 2S03,Clinical Oncology I,MEDRADSC
MEDRADSC 2U03,Radiation Therapy Skills I,MEDRADSC
MEDRADSC 2W03,Physics and Instrumentation for Radiation Therapy,MEDRADSC
MEDRADSC 2Y03,Radiographic Imaging and Instrumentation I,MEDRADSC
MEDRADSC 2ZZ0,Pre-Clinical Professional Skills Reassessment I,MEDRADSC
MEDRADSC 3G03,Radiographic Imaging and Instrumentation II,MEDRADSC
MEDRADSC 3J03,Pathology and Procedures II,MEDRADSC
MEDRADSC 3K03,Computed Tomography,MEDRADSC
MEDRADSC 3N03,Vascular Ultrasonography,MEDRADSC
MEDRADSC 3R03,Musculoskeletal Ultrasonography,MEDRADSC
MEDRADSC 3S03,Treatment Planning I,MEDRADSC
MEDRADSC 3Y03,Ethics for Medical Radiation Sciences,MEDRADSC
MEDRADSC 3ZZ0,Clinical Skill Development for Professionals,MEDRADSC
MEDRADSC 4A15,Radiography Clinical Practicum II,MEDRADSC
MEDRADSC 4C15,Ultrasonography Clinical Practicum II,MEDRADSC
MEDRADSC 4E15,Radiation Therapy Clinical Practicum II,MEDRADSC
MEDRADSC 4ZZ0,Pre-Clinical Professional Skills Reassessment II,MEDRADSC
MELD 1M00,Mentorship Lab 1,MELD
MELD 1Q03,Critical and Analytic Reading,MELD
MELD 1QQ3,"Grammar, Structure and University Writing",MELD
MELD 1R03,Aural Communication and Academic Culture,MELD
MELD 1RR3,Oral Communication for Academic and Social Interactions,MELD
MIDWIF 1D03,Midwifery The Profession I,MIDWIF
MIDWIF 1F03,Introduction to Research Methods and Critical Appraisal,MIDWIF
MIDWIF 2F03,Pharmacotherapy,MIDWIF
MIDWIF 2G06,Clinical Skills for Midwifery Practice,MIDWIF
MIDWIF 3A15,Fundamentals in Midwifery 2,MIDWIF
MIDWIF 3C09,Fundamentals in Midwifery 3,MIDWIF
MIDWIF 3F03,Midwifery Issues,MIDWIF
MIDWIF 3L01,Advanced Clinical Skills I,MIDWIF
MIDWIF 3M02,Advanced Clinical Skills II,MIDWIF
MIDWIF 4A15,Complex Care II,MIDWIF
MOLBIOL 2C03,Genetics,MOLBIOL
MOLBIOL 3B03,Advanced Cell Biology,MOLBIOL
MOLBIOL 3I03A,Independent Research Project,MOLBIOL
MOLBIOL 3I03S,Independent Research Project,MOLBIOL
MOLBIOL 3O03,Microbial Genetics,MOLBIOL
MOLBIOL 3V03,Techniques in Molecular Genetics,MOLBIOL
MOLBIOL 4ED3,Evolutionary Developmental Biology,MOLBIOL
MOLBIOL 4G12A,Senior Thesis,MOLBIOL
MOLBIOL 4K03,Research Advances in Biology of Aging,MOLBIOL
MOLBIOL 4RR3,Human Genetics,MOLBIOL
MUSIC 1A03,Introduction to the History Western of Music I,MUSIC
MUSIC 1CR3,Foundations of Music I,MUSIC
MUSIC 1E06A,Applied Music,MUSIC
MUSIC 1EE6A,Applied Music,MUSIC
MUSIC 1GB3A,Ensemble:Concert Band,MUSIC
MUSIC 1GC3A,Ensemble:Choir,MUSIC
MUSIC 1GP3A,Ensemble:Percussion,MUSIC
MUSIC 1GR3A,Ensemble Performance: McMaster Symphony Orchestra,MUSIC
MUSIC 1GW3A,Ensemble Performance: McMaster Vocal Ensemble,MUSIC
MUSIC 1HB0A,Ensemble Performance: McMaster Concert Band,MUSIC
MUSIC 1HC0A,Ensemble Performance: McMaster University Choir,MUSIC
MUSIC 1HP0A,Ensemble Performance: McMaster Percussion Ensemble,MUSIC
MUSIC 1HR0A,Ensemble Performance: McMaster Symphony Orchestra,MUSIC
MUSIC 1HW0A,Ensemble Performance: McMaster Vocal Ensemble,MUSIC
MUSIC 2DW3,Music Creation in Digital Audio Workstations I,MUSIC
MUSIC 2E06A,Applied Music,MUSIC
MUSIC 2EE6A,Applied Music,MUSIC
MUSIC 2F03,Music for Film and Television,MUSIC
MUSIC 2GB3A,Ensemble Performance: McMaster Concert Band,MUSIC
MUSIC 2GC3A,Ensemble Performance: McMaster University Choir,MUSIC
MUSIC 2GP3A,Ensemble Performance: McMaster Percussion Ensemble,MUSIC
MUSIC 2GR3A,Ensemble Performance: McMaster Symphony Orchestra,MUSIC
MUSIC 2GW3A,Ensemble Performance: McMaster Vocal Ensemble,MUSIC
MUSIC 2II3,Popular Music in North America and the United Kingdom: Post-World War II,MUSIC
MUSIC 2MA3,Introduction to Musical Analysis,MUSIC
MUSIC 2MT3,Introduction to the Practice of Music Therapy,MUSIC
MUSIC 2MU3,Introduction to Music Therapy Research,MUSIC
MUSIC 3E03,Applied Music,MUSIC
MUSIC 3E06A,Applied Music,MUSIC
MUSIC 3EE3,Applied Music,MUSIC
MUSIC 3EE6A,Applied Music,MUSIC
MUSIC 3GB3A,Ensemble Performance: McMaster Concert Band,MUSIC
MUSIC 3GC3A,Ensemble Performance: McMaster University Choir,MUSIC
MUSIC 3GP3A,Ensemble Performance: McMaster Percussion Ensemble,MUSIC
MUSIC 3GR3A,Ensemble Performance: McMaster Symphony Orchestra,MUSIC
MUSIC 3GW3A,Ensemble Performance: McMaster Vocal Ensemble,MUSIC
MUSIC 3SS3,Special Studies in Small Ensemble Performance I,MUSIC
MUSIC 3X03,Independent Study,MUSIC
MUSIC 4E03,Applied Music,MUSIC
MUSIC 4E06A,Applied Music,MUSIC
MUSIC 4E09A,Solo Performance,MUSIC
MUSIC 4EE3,Applied Music,MUSIC
MUSIC 4EE6A,Applied Music,MUSIC
MUSIC 4EE9A,"Solo Performance, Diploma",MUSIC
MUSIC 4GB3A,Ensemble Performance: McMaster Concert Band,MUSIC
MUSIC 4GC3A,Ensemble Performance: McMaster University Choir,MUSIC
MUSIC 4GP3A,Ensemble Performance: McMaster Percussion Ensemble,MUSIC
MUSIC 4GR3A,Ensemble Performance: McMaster Symphony Orchestra,MUSIC
MUSIC 4GW3A,Ensemble Performance: McMaster Vocal Ensemble,MUSIC
MUSIC 4N03,Choral Methods,MUSIC
MUSIC 4SS3,Special Studies in Small Ensemble Performance II,MUSIC
MUSIC 4X03,Advanced Independent Study,MUSIC
MUSICCOG 3QQ3A,Experimental Laboratory in Music Cognition I,MUSICCOG
MUSICCOG 3QQ3S,Experimental Laboratory in Music Cognition I,MUSICCOG
MUSICCOG 3SP3,The Science of Performance,MUSICCOG
MUSICCOG 4D06A,Thesis In Music Cognition,MUSICCOG
MUSICCOG 4QQ3A,Experimental Laboratory in Music Cognition II,MUSICCOG
MUSICCOG 4QQ3S,Lab In Music Cognition II,MUSICCOG
NEUROSCI 2BB3A,Research Practicum in Cellular/Molecular Neuroscience,NEUROSCI
NEUROSCI 2BB3S,Research Practicum in Cellular/Molecular Neuroscience,NEUROSCI
NEUROSCI 2CC3A,Research Practicum in Systems/Circuits Neuroscience,NEUROSCI
NEUROSCI 2CC3S,Research Practicum in Systems/Circuits Neuroscience,NEUROSCI
NEUROSCI 2DD3A,Research Practicum in Behavioural/Cognitive Neuroscience,NEUROSCI
NEUROSCI 2DD3S,Research Practicum in Behavioural/Cognitive Neuroscience,NEUROSCI
NEUROSCI 2XN0A,Neuroscience Tutorial,NEUROSCI
NEUROSCI 3BB3A,Individual Lab Study in Cellular/Molecular Neuroscience,NEUROSCI
NEUROSCI 3BB3S,Individual Lab Study in Cellular/Molecular Neuroscience,NEUROSCI
NEUROSCI 3BB6A,Individual Lab Study in Cellular/Molecular Neuroscience,NEUROSCI
NEUROSCI 3CC3A,Individual Lab Study in Systems/Circuits Neuroscience,NEUROSCI
NEUROSCI 3CC3S,Individual Lab Study in Systems/Circuits Neuroscience,NEUROSCI
NEUROSCI 3CC6A,Individual Lab Study in Systems/Circuits Neuroscience,NEUROSCI
NEUROSCI 3DD3A,Individual Lab Study in Behavioural/Cognitive Neuroscience,NEUROSCI
NEUROSCI 3DD3S,Individual Lab Study in Behavioural/Cognitive Neuroscience,NEUROSCI
NEUROSCI 3DD6A,Individual Lab Study Behavioural/Cognitive Neuroscience,NEUROSCI
NEUROSCI 3E03,Neuroscience Lab,NEUROSCI
NEUROSCI 3MN3,Computational Models in Neuroscience,NEUROSCI
NEUROSCI 4L09A,Neuroscience Thesis,NEUROSCI
NEUROSCI 4L12A,Neuroscience Senior Thesis,NEUROSCI
NEUROSCI 4S03A,Neuroscience Seminar,NEUROSCI
NEXUS 2A03,Impact of Infectious Disease on Individuals and Society,NEXUS
NEXUS 4A06A,How to Survive a Pandemic: Capstone Project for Nexus Minor,NEXUS
NUCENG 3D04,Principles of Nuclear Engineering,NUCENG
NUCENG 4P03,Nuclear Power Plant Systems and Operation,NUCENG
NUCLST 1N03,Nuclear Technology Applications,NUCLST
NUCLST 4NN3,Nuclear Energy in Practice,NUCLST
NURSING 1F03,Introduction to Nursing and Health I for Basic Stream,NURSING
NURSING 1I02,Introduction to Nursing Practice for Basic Stream,NURSING
NURSING 1K03,Community Engagement and Professional Citizenship,NURSING
NURSING 1RP1,Reintegration Course,NURSING
NURSING 2A04,Introduction to Professional RN Practice I for Post Diploma RPN Stream,NURSING
NURSING 2I04,Introduction to Professional Nursing and Health for Accelerated Stream,NURSING
NURSING 2L03,Professional Nursing Practice II for Basic Stream,NURSING
NURSING 2MM3,Nursing Concepts in Health and Illness I for Basic Stream,NURSING
NURSING 2U03,Introduction to Nursing Practice I for Accelerated Stream,NURSING
NURSING 3A04,Clinical Reasoning in RN Practice for Post Diploma RPN Stream,NURSING
NURSING 3IH3,Introduction to Indigenous Health Policy and Practice for Nursing,NURSING
NURSING 3MH2,Nursing Care and Practice in Mental Health,NURSING
NURSING 3SS3,Nursing Concepts in Health and Illness III for Basic Stream,NURSING
NURSING 3X04,Professional Nursing Practice IV,NURSING
NURSING 4CC3,Foundations of Adult Critical Care Nursing,NURSING
NURSING 4J07,Professional Nursing Practice VI,NURSING
NURSING 4K10,Professional Practice and the New Graduate,NURSING
NURSING 4P03,Advanced Nursing Concepts I,NURSING
NURSING 4P04,Advanced Nursing Concepts I,NURSING
NURSING 4Q03,Advanced Nursing Concepts II,NURSING
OJIBWE 2Z03,Intermediate Ojibwe,OJIBWE
PACE 1A01,"Foundations of Equitable Activity, Mobility, and Community Health",PACE
PACE 2A03,"Professionalism in Equitable Activity, Mobility, and Community Health",PACE
PEACJUST 1A03,"Peace, Justice, Human Rights",PEACJUST
PEACJUST 1VM3,Pass the Mic: Conversations on Justice,PEACJUST
PEACJUST 2CS3,Decolonization and Activism: Creating Social Change,PEACJUST
PEACJUST 2HC3,The History of Childhood (In)Justice in Canada,PEACJUST
PEACJUST 2XX3,Social & Structural Determinants of Health,PEACJUST
PEACJUST 3P03,Practicum: Practical Peace Building,PEACJUST
PEACJUST 3W03,Contemporary Native Literature in Canada,PEACJUST
PEACJUST 3XX3,Human Rights in History,PEACJUST
PEACJUST 4B03,Independent Research,PEACJUST
PEACJUST 4GG3,Nation and Genocide in the Modern World,PEACJUST
PEACJUST 4ST3,Special Topics Seminar,PEACJUST
PHARMAC 3A03,Introduction to Pharmacology,PHARMAC
PHARMAC 3A06A,Introduction to Pharmacology,PHARMAC
PHARMAC 3B06A,Methods in Pharmacology,PHARMAC
PHARMAC 4T15,Senior Thesis,PHARMAC
PHILOS 1B03,"Philosophy, Law and Society",PHILOS
PHILOS 1E03,Philosophical Questions,PHILOS
PHILOS 1F03,Meaning in Life,PHILOS
PHILOS 2CT3,Critical Thinking,PHILOS
PHILOS 2D03,Bioethics,PHILOS
PHILOS 2G03,Social and Political Issues,PHILOS
PHILOS 2P03,Ancient Greek Philosophy,PHILOS
PHILOS 2Q03,"Justice, Political Philosophy, and Law",PHILOS
PHILOS 2YY3,Ethics,PHILOS
PHILOS 3B03,European Philosophy from Nietzsche to World War II,PHILOS
PHILOS 3CC3,Advanced Ethics,PHILOS
PHILOS 3D03,Philosophy of Science,PHILOS
PHILOS 3I03,Philosophy and Feminism,PHILOS
PHILOS 3Q03,Philosophy of Law,PHILOS
PHILOS 3SR3,Metaphysics of Social Reality,PHILOS
PHILOS 3W03,Independent Study,PHILOS
PHILOS 4JP3,"Topics in Justice, Political Philosophy, and Law",PHILOS
PHILOS 4K03,Seminar in Ancient Philosophy,PHILOS
PHILOS 4S03,Human Rights and Global Justice,PHILOS
PHILOS 4T03,Special Topics in Philosophy,PHILOS
PHILOS 4W03,Independent Study,PHILOS
PHILOS 4YY3,Topics in Ethics,PHILOS
PHYSICS 1A03,Introductory Physics,PHYSICS
PHYSICS 1AA3,Introduction To Modern Physics,PHYSICS
PHYSICS 1C03,Physics for the Chemical and Physical Sciences,PHYSICS
PHYSICS 1D03,Introductory Mechanics,PHYSICS
PHYSICS 1V03,Introductory Physics,PHYSICS
PHYSICS 2B03,Electricity and Magnetism I,PHYSICS
PHYSICS 2C03,Modern Physics,PHYSICS
PHYSICS 3ET3A,Physics Teaching Placement,PHYSICS
PHYSICS 3ET3S,Physics Teaching Placement,PHYSICS
PHYSICS 3MM3,Quantum Mechanics I,PHYSICS
PHYSICS 3P03,Advanced Laboratory,PHYSICS
PHYSICS 4B03,Electromagnetic Theory,PHYSICS
PHYSICS 4G03,Computational Physics,PHYSICS
PHYSICS 4IS3,Independent Study,PHYSICS
PHYSICS 4L03A,Literature Review,PHYSICS
PHYSICS 4LQ3A,Literature Review – Quantum,PHYSICS
PHYSICS 4P06A,Senior Research Project,PHYSICS
PHYSICS 4PQ6A,Senior Research Project - Quantum,PHYSICS
PNB 2A03,Python for PNB,PNB
PNB 2QQ3A,Introductory Independent Research,PNB
PNB 2QQ3S,Introductory Independent Research,PNB
PNB 2XA3,Human Perception & Cognition,PNB
PNB 2XB3,Neuroanatomy & Neurophysiology,PNB
PNB 2XC3,Animal Behaviour & Evolution,PNB
PNB 2XT0,PNB Tutorial,PNB
PNB 3L03,Neurodevelopment & Plasticity Lab,PNB
PNB 3MM3,Cognitive Neuroscience Lab,PNB
PNB 3Q03A,Independent Library Study,PNB
PNB 3Q03S,Independent Library Study,PNB
PNB 3QM3A,Independent Research in Mental Health,PNB
PNB 3QM3S,Independent Research in Mental Health,PNB
PNB 3QQ3A,Intermediate Independent Research,PNB
PNB 3QQ3S,Intermediate Independent Research,PNB
PNB 3SL3A,"Service Learning in Psychology, Neuroscience & Behaviour",PNB
PNB 3XD3A,Integrative Mentor: Learning to Write through Student Editing,PNB
PNB 3XE3,Inferential Statistics and Research Methods,PNB
PNB 4D06A,Senior Thesis,PNB
PNB 4D09A,Senior Honours Thesis,PNB
PNB 4J03,"Inquiry in Psychology, Neuroscience & Behaviour",PNB
PNB 4Q03A,Senior Independent Library Study,PNB
PNB 4Q03S,Senior Independent Library Study,PNB
PNB 4QQ3A,Senior Independent Research,PNB
PNB 4QQ3S,Senior Independent Research,PNB
PNB 4QQ6A,Senior Independent Research,PNB
PNB 4SC6A,Science Communication in the Behavioural Sciences,PNB
POLISH 1BL3,Beginner Polish Language I,POLISH
POLSCI 1AA3,"Government, Politics, and Power",POLSCI
POLSCI 2C03,"Force and Fear, Crime and Punishment",POLSCI
POLSCI 2F03,"Politics, Power and Influence in Canada",POLSCI
POLSCI 2I03,Global Politics,POLSCI
POLSCI 2LW3,Communication Policy and Law,POLSCI
POLSCI 2M03,"Governance, Representation, and Participation in Democracies",POLSCI
POLSCI 2NN3,Politics by Design,POLSCI
POLSCI 2O06A,Political Theory,POLSCI
POLSCI 2US3,US Politics,POLSCI
POLSCI 2XX3,Politics of the Developing World,POLSCI
POLSCI 3CC3,Political Authority: 20th-Century Political Theory,POLSCI
POLSCI 3CL3,Constitutional and Public Law in Canada,POLSCI
POLSCI 3EE3,International Relations: North-South,POLSCI
POLSCI 3EL3,Election Law and Policy,POLSCI
POLSCI 3GA3,Global Political Economy of Resource Extraction in Africa,POLSCI
POLSCI 3GC3,Politics of a Dying Planet,POLSCI
POLSCI 3H03,Honours Issues in Comparative Politics,POLSCI
POLSCI 3J03,Honours Issues in Canadian Politics and Canadian Public Policy,POLSCI
POLSCI 3K03,"Migration and Citizenship: Canadian, Comparative and Global Perspectives",POLSCI
POLSCI 3LC3,Southeast Asian Politics,POLSCI
POLSCI 3PB3,Politics from Below,POLSCI
POLSCI 3UU3,Reading Course,POLSCI
POLSCI 3WP3,Working in Politics,POLSCI
POLSCI 3Y03,Democratization and Human Rights,POLSCI
POLSCI 3Z03,Canadian Public Sector Management,POLSCI
POLSCI 4AL3,Pathways: Approaching Life with a Political Science Degree,POLSCI
POLSCI 4CF3,Canadian Foreign Policy,POLSCI
POLSCI 4DV3,Death and Violence,POLSCI
POLSCI 4ED6A,Partnered Research in Elections and Democracy,POLSCI
POLSCI 4GC3,Advanced Issues in Global Citizenship,POLSCI
POLSCI 4JS3,Judicial Studies,POLSCI
POLSCI 4PE3,Climate Politics,POLSCI
POLSCI 4QQ3,Issues in International Politics,POLSCI
POLSCI 4RT3,Radical Political Theory,POLSCI
POLSCI 4ST3,Special Topics in Contemporary Politics,POLSCI
POLSCI 4Z06A,Honours Essay,POLSCI
POLSCI 4ZZ3,Experiential Learning in Research,POLSCI
POLSCI 4ZZ6A,Experiential Learning in Research,POLSCI
PROCTECH 2CA3,CAD for Design,PROCTECH
PROCTECH 2CE3,Chemical Engineering I: Mass Balance,PROCTECH
PROCTECH 2EE3,Electronic Devices and Circuits,PROCTECH
PROCTECH 2IC3,Instrumentation and Control,PROCTECH
PROCTECH 3CE3,Chemical Engineering III: Unit and Process Design,PROCTECH
PROCTECH 3CT3,Systems and Control,PROCTECH
PROCTECH 3MC3,Motion Control and Robotics,PROCTECH
PROCTECH 3PL3,Advanced PLC Programming and Control,PROCTECH
PROCTECH 4AS3,Industrial Systems Integration and Artificial Intelligence,PROCTECH
PROCTECH 4MH3,Machine Health and Remote Monitoring,PROCTECH
PROCTECH 4MS3,Manufacturing Technologies,PROCTECH
PROCTECH 4SS3,System Specification and Design,PROCTECH
